Provider,PotentialFraud,num_inpatient_claims,num_outpatient_claims,total_claims,ip_reimb_mean,ip_reimb_sum,ip_deduct_mean,ip_deduct_sum,op_reimb_mean,op_reimb_sum,op_deduct_mean,op_deduct_sum
PRV52859,No,0,911,911,,,,,316.059275521405,287930.0,2.129527991218441,1940.0
PRV52860,Yes,0,393,393,,,,,274.3765903307888,107830.0,3.282442748091603,1290.0
PRV52861,No,0,14,14,,,,,126.42857142857143,1770.0,15.714285714285714,220.0
PRV52862,No,56,20,76,7696.428571428572,431000.0,1068.0,58740.0,83.0,1660.0,0.0,0.0
PRV52863,No,0,52,52,,,,,281.7307692307692,14650.0,1.5384615384615385,80.0
PRV52864,No,0,28,28,,,,,459.64285714285717,12870.0,4.285714285714286,120.0
PRV52865,No,6,60,66,11666.666666666666,70000.0,1068.0,6408.0,213.16666666666666,12790.0,0.3333333333333333,20.0
PRV52868,Yes,42,68,110,9833.333333333334,413000.0,1068.0,44856.0,310.5882352941176,21120.0,1.0294117647058822,70.0
PRV52869,No,7,55,62,11714.285714285714,82000.0,1068.0,7476.0,220.36363636363637,12120.0,0.5454545454545454,30.0
PRV52870,Yes,35,554,589,8294.285714285714,290300.0,1068.0,36312.0,294.3682310469314,163080.0,3.0144404332129966,1670.0
PRV52872,No,0,108,108,,,,,441.75925925925924,47710.0,2.314814814814815,250.0
PRV52873,No,0,69,69,,,,,239.1304347826087,16500.0,1.5942028985507246,110.0
PRV52875,No,0,12,12,,,,,128.33333333333334,1540.0,0.0,0.0
PRV52876,No,18,55,73,9888.888888888889,178000.0,1068.0,18156.0,326.90909090909093,17980.0,4.363636363636363,240.0
PRV52877,No,0,19,19,,,,,128.94736842105263,2450.0,0.0,0.0
PRV52878,No,0,27,27,,,,,433.3333333333333,11700.0,0.0,0.0
PRV52879,No,0,120,120,,,,,224.0,26880.0,3.0833333333333335,370.0
PRV52880,No,3,17,20,6000.0,18000.0,1068.0,3204.0,91.76470588235294,1560.0,3.5294117647058822,60.0
PRV52881,No,20,282,302,7125.0,142500.0,1068.0,20292.0,244.7163120567376,69010.0,2.801418439716312,790.0
PRV52882,No,0,41,41,,,,,364.8780487804878,14960.0,3.1707317073170733,130.0
PRV52884,Yes,0,707,707,,,,,336.53465346534654,237930.0,2.432814710042433,1720.0
PRV52886,No,0,70,70,,,,,343.2857142857143,24030.0,5.285714285714286,370.0
PRV52887,Yes,23,507,530,11261.304347826086,259010.0,1068.0,24564.0,245.7199211045365,124580.0,3.826429980276134,1940.0
PRV52889,No,31,609,640,7387.096774193548,229000.0,1068.0,32040.0,293.1034482758621,178500.0,3.0870279146141213,1880.0
PRV52890,No,4,18,22,7250.0,29000.0,1068.0,4272.0,330.55555555555554,5950.0,5.555555555555555,100.0
PRV52891,No,0,19,19,,,,,135.78947368421052,2580.0,4.7368421052631575,90.0
PRV52892,No,7,29,36,14857.142857142857,104000.0,1068.0,7476.0,161.72413793103448,4690.0,0.0,0.0
PRV52893,No,0,362,362,,,,,364.22651933701655,131850.0,3.839779005524862,1390.0
PRV52895,No,0,81,81,,,,,323.2098765432099,26180.0,2.345679012345679,190.0
PRV52896,No,17,125,142,15647.058823529413,266000.0,1068.0,18156.0,279.36,34920.0,1.6,200.0
PRV52897,No,0,45,45,,,,,203.11111111111111,9140.0,6.666666666666667,300.0
PRV52898,No,48,66,114,10687.5,513000.0,1068.0,51264.0,347.42424242424244,22930.0,2.272727272727273,150.0
PRV52899,No,0,1,1,,,,,30.0,30.0,0.0,0.0
PRV52901,No,0,85,85,,,,,270.94117647058823,23030.0,0.9411764705882353,80.0
PRV52902,No,21,25,46,6095.238095238095,128000.0,1068.0,21360.0,170.0,4250.0,6.4,160.0
PRV52903,Yes,167,33,200,9278.922155688622,1549580.0,1068.0,174084.0,561.5151515151515,18530.0,1.8181818181818181,60.0
PRV52904,No,1,2,3,10000.0,10000.0,1068.0,1068.0,115.0,230.0,0.0,0.0
PRV52905,No,0,130,130,,,,,195.69230769230768,25440.0,1.9230769230769231,250.0
PRV52907,No,0,183,183,,,,,292.89617486338796,53600.0,3.060109289617486,560.0
PRV52910,No,10,8,18,14900.0,149000.0,1068.0,10680.0,325.0,2600.0,0.0,0.0
PRV52911,No,0,5,5,,,,,412.0,2060.0,0.0,0.0
PRV52912,No,1,15,16,13000.0,13000.0,1068.0,1068.0,109.33333333333333,1640.0,7.333333333333333,110.0
PRV52913,No,0,35,35,,,,,331.42857142857144,11600.0,6.285714285714286,220.0
PRV52914,No,0,61,61,,,,,281.4754098360656,17170.0,5.409836065573771,330.0
PRV52916,No,6,20,26,10666.666666666666,64000.0,1068.0,6408.0,456.5,9130.0,0.0,0.0
PRV52917,No,0,32,32,,,,,277.1875,8870.0,2.1875,70.0
PRV52918,No,13,9,22,8361.538461538461,108700.0,1068.0,13884.0,590.0,5310.0,0.0,0.0
PRV52919,No,0,66,66,,,,,213.1818181818182,14070.0,1.9696969696969697,130.0
PRV52920,No,2,15,17,6500.0,13000.0,1068.0,2136.0,102.0,1530.0,10.666666666666666,160.0
PRV52921,No,3,43,46,4333.333333333333,13000.0,1068.0,3204.0,336.04651162790697,14450.0,3.7209302325581395,160.0
PRV52922,No,7,26,33,5714.285714285715,40000.0,1068.0,7476.0,365.7692307692308,9510.0,0.0,0.0
PRV52924,No,3,10,13,12000.0,36000.0,1068.0,3204.0,273.0,2730.0,0.0,0.0
PRV52925,No,4,0,4,7250.0,29000.0,1068.0,4272.0,,,,
PRV52926,No,4,13,17,12750.0,51000.0,1068.0,4272.0,212.30769230769232,2760.0,3.8461538461538463,50.0
PRV52928,No,0,41,41,,,,,225.85365853658536,9260.0,7.073170731707317,290.0
PRV52929,No,0,35,35,,,,,193.42857142857142,6770.0,0.8571428571428571,30.0
PRV52930,No,0,127,127,,,,,309.37007874015745,39290.0,2.3622047244094486,300.0
PRV52931,No,0,14,14,,,,,215.0,3010.0,10.714285714285714,150.0
PRV52932,No,0,40,40,,,,,345.75,13830.0,2.25,90.0
PRV52933,Yes,4,4,8,17000.0,68000.0,1068.0,3204.0,347.5,1390.0,0.0,0.0
PRV52934,No,0,32,32,,,,,272.8125,8730.0,7.1875,230.0
PRV52935,No,0,280,280,,,,,363.57142857142856,101800.0,0.8928571428571429,250.0
PRV52936,No,4,104,108,6000.0,24000.0,1068.0,4272.0,195.57692307692307,20340.0,2.980769230769231,310.0
PRV52937,No,0,24,24,,,,,251.25,6030.0,4.166666666666667,100.0
PRV52938,No,0,3,3,,,,,1423.3333333333333,4270.0,0.0,0.0
PRV52940,No,0,9,9,,,,,105.55555555555556,950.0,4.444444444444445,40.0
PRV52941,No,0,43,43,,,,,324.4186046511628,13950.0,3.953488372093023,170.0
PRV52942,No,0,43,43,,,,,253.72093023255815,10910.0,0.9302325581395349,40.0
PRV52943,No,0,35,35,,,,,193.14285714285714,6760.0,2.2857142857142856,80.0
PRV52944,No,0,4,4,,,,,1030.0,4120.0,0.0,0.0
PRV52945,No,0,46,46,,,,,149.34782608695653,6870.0,3.4782608695652173,160.0
PRV52948,No,0,106,106,,,,,238.8679245283019,25320.0,4.811320754716981,510.0
PRV52949,No,0,79,79,,,,,342.7848101265823,27080.0,4.6835443037974684,370.0
PRV52950,No,0,116,116,,,,,291.63793103448273,33830.0,4.051724137931035,470.0
PRV52951,No,0,20,20,,,,,499.0,9980.0,5.5,110.0
PRV52952,No,0,1,1,,,,,600.0,600.0,0.0,0.0
PRV52953,No,0,85,85,,,,,277.4117647058824,23580.0,1.5294117647058822,130.0
PRV52954,No,0,1,1,,,,,2100.0,2100.0,0.0,0.0
PRV52955,No,0,73,73,,,,,193.97260273972603,14160.0,6.164383561643835,450.0
PRV52956,No,0,18,18,,,,,117.22222222222223,2110.0,5.555555555555555,100.0
PRV52957,No,0,1,1,,,,,0.0,0.0,70.0,70.0
PRV52958,No,0,16,16,,,,,126.25,2020.0,0.0,0.0
PRV52961,No,0,5,5,,,,,64.0,320.0,0.0,0.0
PRV52962,No,0,14,14,,,,,251.42857142857142,3520.0,3.5714285714285716,50.0
PRV52963,No,0,9,9,,,,,94.44444444444444,850.0,0.0,0.0
PRV52964,No,0,91,91,,,,,298.24175824175825,27140.0,1.8681318681318682,170.0
PRV52966,No,0,3,3,,,,,236.66666666666666,710.0,0.0,0.0
PRV52970,No,1,0,1,4000.0,4000.0,1068.0,1068.0,,,,
PRV52971,No,3,0,3,5000.0,15000.0,1068.0,3204.0,,,,
PRV52972,No,17,0,17,12941.176470588236,220000.0,1068.0,18156.0,,,,
PRV52976,No,4,0,4,7250.0,29000.0,1068.0,4272.0,,,,
PRV52978,No,5,0,5,11800.0,59000.0,1068.0,5340.0,,,,
PRV52979,No,6,0,6,11333.333333333334,68000.0,1068.0,6408.0,,,,
PRV52980,No,0,601,601,,,,,237.3710482529118,142660.0,2.212978369384359,1330.0
PRV52981,No,0,369,369,,,,,232.60162601626016,85830.0,2.140921409214092,790.0
PRV52982,Yes,0,643,643,,,,,336.2674961119751,216220.0,3.3592534992223952,2160.0
PRV52985,Yes,121,1282,1403,11247.933884297521,1361000.0,1068.0,126024.0,280.1248049921997,359120.0,2.137285491419657,2740.0
PRV52986,No,9,27,36,13777.777777777777,124000.0,1068.0,9612.0,314.44444444444446,8490.0,5.925925925925926,160.0
PRV52988,No,0,312,312,,,,,243.81410256410257,76070.0,2.8205128205128207,880.0
PRV52989,Yes,70,107,177,12285.714285714286,860000.0,1068.0,74760.0,211.1214953271028,22590.0,3.364485981308411,360.0
PRV52990,Yes,22,57,79,8636.363636363636,190000.0,1068.0,23496.0,318.5964912280702,18160.0,0.0,0.0
PRV52991,No,8,51,59,10875.0,87000.0,1068.0,8544.0,332.7450980392157,16970.0,0.0,0.0
PRV52993,No,0,10,10,,,,,312.0,3120.0,2.0,20.0
PRV52996,No,0,37,37,,,,,311.0810810810811,11510.0,0.0,0.0
PRV52998,No,15,18,33,9820.0,147300.0,1068.0,14952.0,216.11111111111111,3890.0,9.444444444444445,170.0
PRV52999,No,8,48,56,7125.0,57000.0,1068.0,8544.0,337.7083333333333,16210.0,2.0833333333333335,100.0
PRV53000,No,0,703,703,,,,,284.850640113798,200250.0,2.887624466571835,2030.0
PRV53001,No,0,150,150,,,,,303.06666666666666,45460.0,0.0,0.0
PRV53002,No,0,397,397,,,,,292.29219143576825,116040.0,2.795969773299748,1110.0
PRV53004,No,0,18,18,,,,,239.44444444444446,4310.0,0.0,0.0
PRV53005,Yes,16,34,50,10012.5,160200.0,1068.0,16020.0,254.7058823529412,8660.0,0.0,0.0
PRV53007,Yes,37,59,96,10405.405405405405,385000.0,1068.0,38448.0,263.3898305084746,15540.0,6.271186440677966,370.0
PRV53008,Yes,39,13,52,9000.0,351000.0,1068.0,39516.0,200.0,2600.0,3.8461538461538463,50.0
PRV53009,No,5,32,37,6200.0,31000.0,1068.0,5340.0,144.375,4620.0,0.0,0.0
PRV53013,No,0,4,4,,,,,1257.5,5030.0,0.0,0.0
PRV53014,No,0,8,8,,,,,147.5,1180.0,0.0,0.0
PRV53015,No,0,8,8,,,,,140.0,1120.0,0.0,0.0
PRV53016,No,0,31,31,,,,,545.1612903225806,16900.0,4.516129032258065,140.0
PRV53017,No,0,9,9,,,,,111.11111111111111,1000.0,1.1111111111111112,10.0
PRV53018,No,0,41,41,,,,,274.6341463414634,11260.0,4.634146341463414,190.0
PRV53019,No,0,15,15,,,,,328.0,4920.0,0.0,0.0
PRV53020,No,0,2,2,,,,,2250.0,4500.0,0.0,0.0
PRV53021,Yes,18,10,28,11833.333333333334,213000.0,1068.0,19224.0,395.0,3950.0,0.0,0.0
PRV53024,No,2,24,26,5000.0,10000.0,1068.0,2136.0,158.33333333333334,3800.0,0.0,0.0
PRV53025,No,0,50,50,,,,,189.2,9460.0,6.6,330.0
PRV53026,No,0,26,26,,,,,236.15384615384616,6140.0,0.0,0.0
PRV53027,No,0,5,5,,,,,100.0,500.0,0.0,0.0
PRV53028,No,0,3,3,,,,,100.0,300.0,0.0,0.0
PRV53029,No,4,12,16,9500.0,38000.0,1068.0,4272.0,170.83333333333334,2050.0,0.0,0.0
PRV53031,No,0,6,6,,,,,231.66666666666666,1390.0,0.0,0.0
PRV53032,No,5,18,23,8800.0,44000.0,1068.0,4272.0,239.44444444444446,4310.0,0.0,0.0
PRV53033,No,2,0,2,37500.0,75000.0,1068.0,2136.0,,,,
PRV53034,No,0,2,2,,,,,1700.0,3400.0,0.0,0.0
PRV53035,No,0,34,34,,,,,151.1764705882353,5140.0,2.3529411764705883,80.0
PRV53036,No,0,122,122,,,,,324.0163934426229,39530.0,1.4754098360655739,180.0
PRV53037,No,0,9,9,,,,,482.22222222222223,4340.0,0.0,0.0
PRV53038,No,0,24,24,,,,,554.5833333333334,13310.0,6.666666666666667,160.0
PRV53040,No,5,9,14,10200.0,51000.0,1068.0,5340.0,88.88888888888889,800.0,7.777777777777778,70.0
PRV53042,No,0,39,39,,,,,258.71794871794873,10090.0,3.58974358974359,140.0
PRV53043,No,0,61,61,,,,,618.688524590164,37740.0,3.1147540983606556,190.0
PRV53044,No,0,67,67,,,,,215.82089552238807,14460.0,2.537313432835821,170.0
PRV53045,No,0,216,216,,,,,290.4166666666667,62730.0,3.564814814814815,770.0
PRV53047,No,0,79,79,,,,,165.31645569620252,13060.0,1.0126582278481013,80.0
PRV53048,No,0,7,7,,,,,802.8571428571429,5620.0,10.0,70.0
PRV53049,No,0,2,2,,,,,5.0,10.0,0.0,0.0
PRV53050,No,2,6,8,1500.0,3000.0,1068.0,2136.0,121.66666666666667,730.0,0.0,0.0
PRV53052,No,1,8,9,4000.0,4000.0,1068.0,1068.0,191.25,1530.0,0.0,0.0
PRV53054,No,0,49,49,,,,,218.16326530612244,10690.0,1.836734693877551,90.0
PRV53055,No,0,80,80,,,,,282.125,22570.0,2.5,200.0
PRV53056,No,0,35,35,,,,,288.85714285714283,10110.0,3.7142857142857144,130.0
PRV53057,No,0,53,53,,,,,389.4339622641509,20640.0,4.90566037735849,260.0
PRV53059,No,0,33,33,,,,,494.54545454545456,16320.0,0.9090909090909091,30.0
PRV53061,No,1,0,1,9000.0,9000.0,1068.0,1068.0,,,,
PRV53062,No,0,4,4,,,,,47.5,190.0,0.0,0.0
PRV53063,No,2,2,4,3500.0,7000.0,1068.0,2136.0,225.0,450.0,35.0,70.0
PRV53064,No,0,35,35,,,,,189.71428571428572,6640.0,3.7142857142857144,130.0
PRV53065,No,0,38,38,,,,,163.94736842105263,6230.0,2.6315789473684212,100.0
PRV53066,No,0,7,7,,,,,174.28571428571428,1220.0,0.0,0.0
PRV53067,No,0,16,16,,,,,283.75,4540.0,4.375,70.0
PRV53069,No,0,11,11,,,,,239.0909090909091,2630.0,0.9090909090909091,10.0
PRV53070,No,12,8,20,9250.0,111000.0,1068.0,12816.0,66.25,530.0,0.0,0.0
PRV53071,No,0,28,28,,,,,439.64285714285717,12310.0,2.857142857142857,80.0
PRV53072,No,0,18,18,,,,,277.22222222222223,4990.0,0.0,0.0
PRV53073,No,0,14,14,,,,,90.71428571428571,1270.0,0.0,0.0
PRV53074,No,0,178,178,,,,,275.0,48950.0,2.359550561797753,420.0
PRV53075,No,0,2,2,,,,,890.0,1780.0,0.0,0.0
PRV53076,No,0,105,105,,,,,293.7142857142857,30840.0,5.333333333333333,560.0
PRV53077,No,0,124,124,,,,,308.6290322580645,38270.0,0.4838709677419355,60.0
PRV53078,No,0,45,45,,,,,241.77777777777777,10880.0,4.444444444444445,200.0
PRV53079,No,0,1,1,,,,,50.0,50.0,0.0,0.0
PRV53081,No,0,9,9,,,,,200.0,1800.0,0.0,0.0
PRV53083,No,0,1,1,,,,,10.0,10.0,0.0,0.0
PRV53084,No,0,1,1,,,,,100.0,100.0,100.0,100.0
PRV53085,No,0,2,2,,,,,320.0,640.0,0.0,0.0
PRV53086,No,0,4,4,,,,,265.0,1060.0,0.0,0.0
PRV53087,No,0,31,31,,,,,309.03225806451616,9580.0,0.0,0.0
PRV53090,No,0,179,179,,,,,328.7709497206704,58850.0,3.2402234636871508,580.0
PRV53091,No,4,0,4,4750.0,19000.0,1068.0,4272.0,,,,
PRV53095,No,2,2,4,18000.0,36000.0,1068.0,2136.0,50.0,100.0,0.0,0.0
PRV53096,No,0,130,130,,,,,407.6923076923077,53000.0,3.3846153846153846,440.0
PRV53099,No,0,2,2,,,,,110.0,220.0,0.0,0.0
PRV53100,No,5,125,130,10000.0,50000.0,1068.0,5340.0,295.04,36880.0,3.04,380.0
PRV53101,No,2,6,8,4500.0,9000.0,1068.0,2136.0,68.33333333333333,410.0,0.0,0.0
PRV53102,No,0,19,19,,,,,311.05263157894734,5910.0,2.1052631578947367,40.0
PRV53103,No,7,72,79,11000.0,77000.0,1068.0,7476.0,158.88888888888889,11440.0,2.7777777777777777,200.0
PRV53104,No,28,52,80,8553.57142857143,239500.0,1068.0,27768.0,255.19230769230768,13270.0,3.076923076923077,160.0
PRV53106,Yes,4,40,44,4500.0,18000.0,1068.0,4272.0,228.5,9140.0,3.75,150.0
PRV53107,No,9,6,15,11444.444444444445,103000.0,1068.0,9612.0,65.0,390.0,21.666666666666668,130.0
PRV53108,No,5,43,48,10800.0,54000.0,1068.0,5340.0,359.30232558139534,15450.0,3.7209302325581395,160.0
PRV53109,No,3,25,28,5266.666666666667,15800.0,1068.0,3204.0,259.6,6490.0,3.2,80.0
PRV53110,No,1,29,30,15000.0,15000.0,1068.0,1068.0,285.51724137931035,8280.0,1.3793103448275863,40.0
PRV53111,No,7,26,33,8142.857142857143,57000.0,1068.0,7476.0,451.9230769230769,11750.0,0.7692307692307693,20.0
PRV53113,No,0,81,81,,,,,238.5185185185185,19320.0,4.567901234567901,370.0
PRV53114,Yes,14,15,29,19571.428571428572,274000.0,1068.0,12816.0,6045.333333333333,90680.0,68.46666666666667,1027.0
PRV53116,No,0,44,44,,,,,187.04545454545453,8230.0,1.1363636363636365,50.0
PRV53117,No,18,233,251,7055.555555555556,127000.0,1068.0,18156.0,379.2703862660944,88370.0,2.060085836909871,480.0
PRV53119,Yes,3,15,18,8000.0,24000.0,1068.0,3204.0,160.66666666666666,2410.0,0.0,0.0
PRV53120,No,10,55,65,10100.0,101000.0,1068.0,10680.0,271.8181818181818,14950.0,0.0,0.0
PRV53121,Yes,48,531,579,8500.0,408000.0,1068.0,49128.0,290.52730696798494,154270.0,3.0131826741996233,1600.0
PRV53122,No,0,24,24,,,,,336.25,8070.0,8.333333333333334,200.0
PRV53123,No,0,132,132,,,,,346.59090909090907,45750.0,3.484848484848485,460.0
PRV53124,No,20,45,65,8450.0,169000.0,1068.0,20292.0,208.44444444444446,9380.0,0.0,0.0
PRV53125,No,0,2,2,,,,,250.0,500.0,0.0,0.0
PRV53126,No,0,34,34,,,,,347.6470588235294,11820.0,2.3529411764705883,80.0
PRV53127,No,1,98,99,10000.0,10000.0,1068.0,1068.0,201.3265306122449,19730.0,2.857142857142857,280.0
PRV53128,No,1,32,33,6000.0,6000.0,,,569.375,18220.0,8.125,260.0
PRV53129,No,3,43,46,25000.0,75000.0,1068.0,3204.0,175.58139534883722,7550.0,0.0,0.0
PRV53131,No,6,7,13,7833.333333333333,47000.0,1068.0,6408.0,190.0,1330.0,0.0,0.0
PRV53133,No,0,159,159,,,,,293.45911949685535,46660.0,3.0817610062893084,490.0
PRV53134,No,0,10,10,,,,,403.0,4030.0,0.0,0.0
PRV53135,No,7,0,7,9714.285714285714,68000.0,1068.0,7476.0,,,,
PRV53136,Yes,7,36,43,20857.14285714286,146000.0,1068.0,7476.0,417.22222222222223,15020.0,2.7777777777777777,100.0
PRV53137,No,0,30,30,,,,,296.6666666666667,8900.0,7.0,210.0
PRV53138,No,0,10,10,,,,,157.0,1570.0,0.0,0.0
PRV53139,No,0,9,9,,,,,86.66666666666667,780.0,0.0,0.0
PRV53140,No,0,21,21,,,,,103.80952380952381,2180.0,0.0,0.0
PRV53141,No,32,73,105,9781.25,313000.0,1068.0,32040.0,270.13698630136986,19720.0,4.657534246575342,340.0
PRV53142,Yes,39,72,111,9666.666666666666,377000.0,1068.0,40584.0,236.80555555555554,17050.0,1.3888888888888888,100.0
PRV53143,No,4,8,12,16000.0,64000.0,1068.0,3204.0,208.75,1670.0,0.0,0.0
PRV53144,No,4,35,39,7575.0,30300.0,1068.0,3204.0,176.0,6160.0,0.8571428571428571,30.0
PRV53145,No,0,132,132,,,,,263.3333333333333,34760.0,2.272727272727273,300.0
PRV53147,No,0,18,18,,,,,375.55555555555554,6760.0,7.777777777777778,140.0
PRV53148,No,0,15,15,,,,,172.0,2580.0,0.0,0.0
PRV53149,No,0,61,61,,,,,243.60655737704917,14860.0,0.6557377049180327,40.0
PRV53150,No,0,13,13,,,,,240.76923076923077,3130.0,0.0,0.0
PRV53151,No,0,25,25,,,,,254.4,6360.0,4.8,120.0
PRV53153,No,6,18,24,19333.333333333332,116000.0,1068.0,5340.0,312.77777777777777,5630.0,3.3333333333333335,60.0
PRV53154,No,0,52,52,,,,,455.1923076923077,23670.0,2.6923076923076925,140.0
PRV53156,No,0,16,16,,,,,410.625,6570.0,2.5,40.0
PRV53157,No,0,2,2,,,,,1095.0,2190.0,0.0,0.0
PRV53158,No,0,7,7,,,,,101.42857142857143,710.0,7.142857142857143,50.0
PRV53159,No,2,25,27,16000.0,32000.0,1068.0,2136.0,166.4,4160.0,0.0,0.0
PRV53161,No,0,7,7,,,,,972.8571428571429,6810.0,0.0,0.0
PRV53162,No,0,5,5,,,,,270.0,1350.0,0.0,0.0
PRV53163,No,0,12,12,,,,,66.66666666666667,800.0,0.0,0.0
PRV53164,No,0,25,25,,,,,167.2,4180.0,1.6,40.0
PRV53166,No,1,22,23,5000.0,5000.0,1068.0,1068.0,180.0,3960.0,0.0,0.0
PRV53167,No,0,3,3,,,,,590.0,1770.0,0.0,0.0
PRV53168,No,0,2,2,,,,,1035.0,2070.0,0.0,0.0
PRV53169,No,0,4,4,,,,,42.5,170.0,0.0,0.0
PRV53171,No,0,17,17,,,,,490.0,8330.0,0.0,0.0
PRV53172,No,0,3,3,,,,,816.6666666666666,2450.0,0.0,0.0
PRV53173,No,0,43,43,,,,,386.27906976744185,16610.0,0.9302325581395349,40.0
PRV53174,No,0,5,5,,,,,52.0,260.0,0.0,0.0
PRV53175,No,0,9,9,,,,,78.88888888888889,710.0,0.0,0.0
PRV53176,No,0,34,34,,,,,176.47058823529412,6000.0,3.823529411764706,130.0
PRV53177,No,0,16,16,,,,,95.0,1520.0,0.625,10.0
PRV53178,No,0,7,7,,,,,104.28571428571429,730.0,0.0,0.0
PRV53179,No,2,26,28,7000.0,14000.0,1068.0,2136.0,238.07692307692307,6190.0,4.230769230769231,110.0
PRV53180,No,0,5,5,,,,,602.0,3010.0,0.0,0.0
PRV53182,No,0,3,3,,,,,33.333333333333336,100.0,0.0,0.0
PRV53183,No,0,1,1,,,,,80.0,80.0,0.0,0.0
PRV53186,No,0,8,8,,,,,588.75,4710.0,0.0,0.0
PRV53187,No,0,4,4,,,,,45.0,180.0,0.0,0.0
PRV53188,No,0,10,10,,,,,122.0,1220.0,0.0,0.0
PRV53189,No,4,24,28,10500.0,42000.0,1068.0,4272.0,459.5833333333333,11030.0,0.0,0.0
PRV53191,No,0,15,15,,,,,220.66666666666666,3310.0,0.0,0.0
PRV53192,No,0,149,149,,,,,272.5503355704698,40610.0,2.0134228187919465,300.0
PRV53194,No,0,32,32,,,,,697.8125,22330.0,1.25,40.0
PRV53196,No,0,16,16,,,,,280.0,4480.0,0.0,0.0
PRV53197,No,0,4,4,,,,,125.0,500.0,0.0,0.0
PRV53198,No,0,6,6,,,,,41.666666666666664,250.0,0.0,0.0
PRV53201,No,0,13,13,,,,,1093.8461538461538,14220.0,0.0,0.0
PRV53202,No,0,11,11,,,,,60.90909090909091,670.0,0.0,0.0
PRV53203,No,0,7,7,,,,,60.0,420.0,0.0,0.0
PRV53204,No,0,7,7,,,,,431.42857142857144,3020.0,0.0,0.0
PRV53205,No,0,14,14,,,,,91.42857142857143,1280.0,7.142857142857143,100.0
PRV53206,No,0,3,3,,,,,190.0,570.0,0.0,0.0
PRV53207,No,0,10,10,,,,,50.0,500.0,0.0,0.0
PRV53208,Yes,4,19,23,13750.0,55000.0,1068.0,4272.0,184.21052631578948,3500.0,0.0,0.0
PRV53210,No,3,29,32,7000.0,21000.0,1068.0,3204.0,208.6206896551724,6050.0,0.0,0.0
PRV53211,No,0,4,4,,,,,865.0,3460.0,0.0,0.0
PRV53212,No,0,2,2,,,,,50.0,100.0,20.0,40.0
PRV53213,No,0,22,22,,,,,314.09090909090907,6910.0,0.0,0.0
PRV53214,No,0,18,18,,,,,237.77777777777777,4280.0,11.666666666666666,210.0
PRV53215,No,0,11,11,,,,,141.8181818181818,1560.0,0.0,0.0
PRV53216,No,0,115,115,,,,,182.0,20930.0,2.5217391304347827,290.0
PRV53217,No,0,5,5,,,,,314.0,1570.0,20.0,100.0
PRV53218,No,0,13,13,,,,,213.84615384615384,2780.0,7.6923076923076925,100.0
PRV53220,No,5,0,5,22000.0,110000.0,1068.0,5340.0,,,,
PRV53221,No,0,16,16,,,,,406.875,6510.0,4.375,70.0
PRV53222,No,0,45,45,,,,,239.33333333333334,10770.0,7.777777777777778,350.0
PRV53223,No,0,23,23,,,,,512.6086956521739,11790.0,3.9130434782608696,90.0
PRV53224,No,0,12,12,,,,,140.0,1680.0,0.0,0.0
PRV53225,No,49,0,49,8475.510204081633,415300.0,1068.0,51264.0,,,,
PRV53226,No,19,0,19,7894.736842105263,150000.0,1068.0,20292.0,,,,
PRV53227,No,0,74,74,,,,,251.48648648648648,18610.0,1.8918918918918919,140.0
PRV53228,No,0,1,1,,,,,600.0,600.0,0.0,0.0
PRV53229,No,0,139,139,,,,,214.67625899280574,29840.0,2.5179856115107913,350.0
PRV53230,No,0,56,56,,,,,290.35714285714283,16260.0,7.142857142857143,400.0
PRV53232,No,0,64,64,,,,,395.3125,25300.0,2.65625,170.0
PRV53233,No,13,0,13,7384.615384615385,96000.0,1068.0,11748.0,,,,
PRV53235,No,0,2,2,,,,,85.0,170.0,0.0,0.0
PRV53236,No,9,0,9,10666.666666666666,96000.0,1068.0,9612.0,,,,
PRV53237,No,0,8,8,,,,,153.75,1230.0,0.0,0.0
PRV53238,No,9,186,195,10888.888888888889,98000.0,1068.0,9612.0,245.10752688172042,45590.0,2.4193548387096775,450.0
PRV53239,No,19,94,113,10368.421052631578,197000.0,1068.0,20292.0,378.51063829787233,35580.0,5.0,470.0
PRV53240,No,1,5,6,3000.0,3000.0,1068.0,1068.0,372.0,1860.0,0.0,0.0
PRV53242,Yes,105,154,259,10876.190476190477,1142000.0,1068.0,112140.0,222.66233766233765,34290.0,2.857142857142857,440.0
PRV53243,No,9,66,75,11111.111111111111,100000.0,1068.0,9612.0,178.1818181818182,11760.0,0.6060606060606061,40.0
PRV53244,No,42,466,508,8130.952380952381,341500.0,1068.0,44856.0,266.6309012875536,124250.0,2.3390557939914163,1090.0
PRV53245,Yes,16,130,146,11000.0,176000.0,1068.0,17088.0,298.46153846153845,38800.0,1.3846153846153846,180.0
PRV53246,No,2,107,109,13000.0,26000.0,1068.0,2136.0,284.95327102803736,30490.0,4.485981308411215,480.0
PRV53247,No,7,30,37,8428.57142857143,59000.0,1068.0,7476.0,232.0,6960.0,6.666666666666667,200.0
PRV53248,No,5,52,57,14800.0,74000.0,1068.0,4272.0,286.34615384615387,14890.0,3.269230769230769,170.0
PRV53249,No,6,17,23,9000.0,54000.0,1068.0,6408.0,361.1764705882353,6140.0,0.0,0.0
PRV53251,No,4,229,233,7250.0,29000.0,1068.0,4272.0,289.95633187772927,66400.0,3.1441048034934496,720.0
